nroInscricao,nota,data,cidade,nomeEscola
3294,457,10/09/2015,Maceio,LEONOR MENDES DE BARROS
3295,360.4,11/09/2015,Jaboatao dos Guara,ENOCH GARCIA LEAL
3296,504.1,12/09/2015,,RAPHAEL BRANDAO CEL ETE
3297,,13/09/2015,Americana,ALMEIDA PINTO CORONEL
3409,579.7,14/09/2015,Guarulhos,ALEXANDRE DE AVILA BORG
3298,343.1,15/09/2015,Sao Paulo,MARIA CARLITA S GUEDES 
3410,348,16/09/2015,Joao Pessoa,PAULINA NUNES DE MORAES
3299,544.6,17/09/2015,Salvador,GALDINO DE CASTRO
3300,594.4,18/09/2015,Pederneiras,ALICE FONTOURA DE ARAUJ
3577,382.2,19/09/2015,Salvador,MARIO VIEIRA MARCONDES
3578,527.5,20/09/2015,Nova Iguacu,VILA ATLANTICA CRECHE M
3301,,21/09/2015,Porto Alegre,LAMOUNIER DE ANDRADE
3918,540.6,22/09/2015,Jaguaruna,SILVESTRE DE LIMA CORON
3919,449.7,23/09/2015,Osasco,ILZA IRMA MOELLER COPPI
3454,427,,Sao Paulo,FELICIO SAVASTANO PROFE
3875,,25/09/2015,Sao Paulo,JORGE BARBOSA MOREIRA P
3920,587.1,,Sete Lagoas,JOSE VIEIRA MACEDO PROF
3815,,27/09/2015,Pindamonhangaba,ANA CANDIDA DE BARROS M
3455,,28/09/2015,Brasilia,PEDRO MAZZA PROFESSOR
3302,534.7,,Belem,PEDRO MASCARENHAS DOUTO
3240,503.8,30/09/2015,Codo,EUCLIDES BUENO MIRAGAIA
3241,436.2,,,OLIMPIO CATAO
3456,,02/10/2015,Belo Horizonte,FRANCISCO JOAO LEME
3457,459.9,03/10/2015,Guarulhos,YOSHIYA TAKAOKA
3411,503.1,,Cianorte,SANT ANA DO PARAIBA
3508,,05/10/2015,Boa Vista,FRANCISCO GOMES DA SILV
3628,355.6,,,JOAQUIM FRANCO DE ALMEI
3750,522.5,07/10/2015,Queimados,HERMINIA SILVA DE MESQU
3303,,08/10/2015,Recife,ARMANDO D OLIVEIRA COBR
3304,500.4,,Caucaia,MARIA LUIZA DE GUIMARAE
3921,,,Recife,WILMA RAGAZZI BOCCARDO 
3922,,,Diadema,CARLOS PORTO CORONEL
3348,751.7,12/10/2015,,MAURICIO ANISSE CURY DO
3412,517.1,13/10/2015,Sao Jose de Espinh,POMPILIO MERCADANTE DR
3702,345.7,14/10/2015,Sao Mateus,DOROTHOVEO GASPAR VIANN
3509,406.9,15/10/2015,Curitiba,JOAO FELICIANO
3703,568.4,16/10/2015,Araxa,ANTONIO JOSE DE SIQUEIR
3704,616.5,17/10/2015,Salvador,JOSE MARIOTTO FERREIRA 
3349,394.4,18/10/2015,,EDUARDO JOSE DE CAMARGO
3751,,19/10/2015,Itapeva,SUELY ANTUNES DE MELLO 
3752,446,20/10/2015,Sao Bernardo do Ca,RONDON MARECHAL
3305,544.3,21/10/2015,Barra do Pirai,RUI RODRIGUES DORIA DOU
3816,,22/10/2015,Cotia,FRANCISCO PEREIRA DA SI
3817,475.5,23/10/2015,Rio de Janeiro,JOAO CURSINO
3350,674.6,24/10/2015,,BENEDITO RAMOS ARANTES 
4033,507.7,25/10/2015,Sao Bento do Sul,JOSE BENTO CONEGO ETE
4034,479.7,26/10/2015,Rio de Janeiro,DIRCEU JUNQUEIRA DE SOU
3510,426.2,,Vila Velha,CERQUEIRA CESAR DOUTOR
3511,699.3,28/10/2015,Domingos Martins,CESAR COSTA DEPUTADO
3413,437.4,29/10/2015,Belo Horizonte,ROQUE DE CASTRO REIS PR
3629,,30/10/2015,,JOAO ALVES MONSENHOR
3414,629.7,31/10/2015,,QUIRINO DR
3630,,01/11/2015,,JUVENAL DA COSTA E SILV
3818,633.6,,Salvador,FRANCISCA MOURA LUZ PER
3705,590,03/11/2015,Paulista,QUEIROZ CORONEL
3976,610.7,,Santa Maria do Sua,JOAO GONCALVES BARBOSA 
3977,668.7,05/11/2015,Patos de Minas,FIGUEIRA DE TOLEDO
3512,436.2,06/11/2015,Hortolandia,JACQUES FELIX
16945,428.8,30/07/2014,Pirapora,LEOPOLDO SANTANA PROFES
16946,,31/07/2014,Rio do Sul,JUVENTINA PATRICIA SANT
16759,405.9,01/08/2014,,MARTINS PENA
16858,,,Cascavel,JOSE NASCIMENTO PROFESS
16760,,,Salvador,BENTO PEREIRA DA ROCHA 
17000,662.2,04/08/2014,Londrina,ZULMIRA CAVALHEIRO FAUS
16859,510.8,05/08/2014,Belo Horizonte,EUSEBIO DE PAULA MARCON
16860,,,Ananindeua,JOAQUIM ADOLFO DE ARAUJ
16947,662,,Sao Jose dos Pinha,HUGO LACORTE VITALE DEP
16861,477.7,08/08/2014,Sao Paulo,NINO PACHECO CASA DA CR
16862,470.3,09/08/2014,,MEXICO
17001,543.7,10/08/2014,Santa Fe do Sul,PAULO EIRO
16863,528.6,11/08/2014,Salvador,ZENAIDE LOPES DE OLIVEI
16948,489.6,,Ribeirao Preto,JOAO EVANGELISTA COSTA 
17050,,13/08/2014,Serra,MANUEL BORBA GATO
16949,346.1,14/08/2014,Suzano,ALBERTO CONTE PROFESSOR
17137,427.5,15/08/2014,,LUIS ARROBAS MARTINS DO
17195,,16/08/2014,,LUIZ GONZAGA PINTO E SI
17051,,,Fortaleza,PLINIO NEGRAO
17052,383.7,,Cuiaba,KENNEDY PRESIDENTE
17138,,19/08/2014,Itapira,ISALTINO DE MELLO PROFE
17053,664.4,20/08/2014,,SABOIA DE MEDEIROS PADR
16864,365.1,21/08/2014,,MARIA PECCIOLI GIANNASI
16865,432.5,,Valenca,PAULO OCTAVIO DE AZEVED
17139,573,,,JOAO DE DEUS CARDOSO DE
17054,,24/08/2014,Francisco Beltrao,ORLANDO MENDES DE MORAE
16866,,,Petropolis,BEATRIZ LOPES PROFA
17055,483.5,26/08/2014,Caucaia,ALBERTO SALOTTI PROF EE
17083,447.3,27/08/2014,,LEVI CARNEIRO
16867,403.4,28/08/2014,Rio de Janeiro,PAULINO NUNES ESPOSO
17140,470.2,29/08/2014,,ALEXANDRE MARCONDES FIL
16868,,30/08/2014,Aguas Lindas de Go,PRISCILIANA DUARTE DE A
16869,,31/08/2014,,ERNESTINO LOPES DA SILV
17196,494.6,01/09/2014,Santa Maria,HILTON REIS SANTOS PROF
16870,590.8,02/09/2014,Belo Horizonte,DUARTE LEOPOLDO E SILVA
16871,470.8,03/09/2014,Ituiutaba,JOSE VIEIRA DE MORAES P
16820,459.3,04/09/2014,Goiania,JOSE GERALDO DE LIMA PR
17197,,05/09/2014,Maceio,ADOLFO CASAIS MONTEIRO 
16821,591.7,,Rio de Janeiro,JUVENTINA MARCONDES DOM
16822,470.6,07/09/2014,Nova Iguacu,ALFREDO VIANELLO GREGOR
16823,356.4,08/09/2014,,AMELIA KERR NOGUEIRA PR
17198,507.2,09/09/2014,Sao Goncalo,CLARINA AMARAL GURGEL P
16824,456,10/09/2014,Salvador,VICENTE LEPORACE
17141,494.9,11/09/2014,Posse,MARIA AMELIA BRAZ PROFA
16761,576.9,12/09/2014,Mossoro,HERBERT BALDUS
17056,472.7,13/09/2014,Sao Joao de Meriti,JERONYMO MONTEIRO
16872,328.7,,Rio Grande,SINHA PANTOJA
17084,,,Para de Minas,JOAO BATISTA DE CARVALH
16825,345.1,16/09/2014,Campo Grande,BELEM DA SERRA
16873,538.5,17/09/2014,,SUZANA DIAS
16826,,18/09/2014,Itapecerica da Ser,
16874,576.8,,Recife,JOAQUIM MARQUES DA SILV
16827,517,20/09/2014,Sao Goncalo,ALBERTO GRAF CAPITAO
16875,526.8,21/09/2014,Campo Limpo Paulis,ISAIAS LUIZ MATIAZZO
16876,382,22/09/2014,Campo Largo,OLINDO DARTORA DR
17085,377.2,23/09/2014,Nova Iguacu,FRANCISCO GONCALVES VIE
16828,420.6,24/09/2014,Floresta,JOAQUIM OSORIO DE AZEVE
17199,,25/09/2014,,OTTO WEISZFLOG
16829,819,26/09/2014,Jaboatao dos Guara,WALTHER WEISZFLOG
16762,551.9,27/09/2014,,NIDE ZAIM CARDOSO PROFA
17142,,28/09/2014,Rio Branco,ADAMASTOR BAPTISTA PROF
16877,,29/09/2014,Caucaia,AZEVEDO SOARES
16878,589.4,30/09/2014,Osasco,ISAURA DE MIRANDA BOTTO
17200,321.8,01/10/2014,Recife,HERMELINA DE ALBUQUERQU
17143,499.2,02/10/2014,Teresina,RITUCO MITANI PROFA
17201,431.6,03/10/2014,Sao Paulo,DOMINGOS CAMBIAGHI PROF
17144,450.4,04/10/2014,Sao Paulo,BENEDITO FAGUNDES MARQU
16830,480.3,,Trindade,PEDRO GALRAO DO NASCIME
16831,560.5,06/10/2014,Guiricema,ODARICO OLIVEIRA NASCIM
16832,489.5,07/10/2014,Tupa,PIETRO PETRI
16833,669,08/10/2014,Pelotas,IRACI SARTORI VIEIRA DA
17145,731.3,09/10/2014,,CELESTINA VALENTE LENGE
16834,499.8,10/10/2014,Sao Paulo,ENNIO CHIESA PROFESSOR
17086,342,11/10/2014,Jundiai,CAPISTRANO DE ABREU
16835,551.6,12/10/2014,Vespasiano,JOAQUIM GARCIA SALVADOR
17146,340.8,13/10/2014,Foz do Iguacu,MARIA ROSA BROTA PROFES
17147,,14/10/2014,Abaetetuba,CRISPINIANO CONSELHEIRO
16836,593.5,15/10/2014,Capivari de Baixo,BRASILIA CASTANHO DE OL
16879,386.9,,Salvador,ALBERTO MENDES JR CAPIT
16880,552.2,17/10/2014,Fortaleza,MARIA ANGELICA SOAVE PR
16881,456.7,,Maceio,JOSE SCARAMELLI PROFESS
17057,,,Goiania,CONRADO SIVILA ALSINA P
17058,648.6,20/10/2014,Uberlandia,ROTARY
16882,444.9,21/10/2014,,PAULO NOGUEIRA PROFESSO
16883,636.4,22/10/2014,Santa Luzia,MARIA HELENA FARIA LIMA
17202,417.2,,Rio de Janeiro,JOSE ALVES DE CERQUEIRA
17203,357.3,,Sao Bernardo do Ca,EMILIA ANNA ANTONIO PRO
16763,,25/10/2014,,PLINIO PAULO BRAGA PROF
16764,434.6,,Palmas,IRMA CELESTE LAR
17204,414.1,27/10/2014,Rio de Janeiro,CORYNTHO BALDOINO COSTA
16765,595.2,,Santo Andre,DULCE BREVES NEVES PROF
17148,476.4,29/10/2014,Belem,MARIA HELENA BARBOSA MA
17205,457.7,30/10/2014,,MARIA LEONI
17206,325.2,31/10/2014,Salvador,VALDIVINO DE CASTRO PER
17087,,01/11/2014,,AMARO JOSE DOS SANTOS P
17059,495.4,02/11/2014,Rio de Janeiro,FRANCISCA DE ASSIS FERR
16766,456.3,,Recife,ANTONIO DE RE VEREADOR
16767,351.9,,Cuiaba,ARY GOMES CORONEL
17060,417.7,05/11/2014,Mossoro,JOSE ROBERTO FRIEBOLIN 
16768,,06/11/2014,Jaboatao dos Guara,FREDERICO DE BARROS BRO
17061,,07/11/2014,Cachoeiro de Itape,ERICO VERISSIMO
16884,478,08/11/2014,Canoinhas,GENOEFA D AQUINO PACITT
17242,525.9,,,JUVENAL RAMOS BARBOSA
16885,336.5,10/11/2014,Curitiba,CARLOS MACHADO BITENCOU
17149,387.1,11/11/2014,,PAULO ROLIM LOUREIRO DO
18259,727.1,12/11/2014,Porto Alegre,FRANCISCA BATISTA TRIND
18260,341.3,,Cuiaba,JOSE SYLVIO CIMINO PROF
18315,,,,MILTON CERNACH PROFESSO
17303,365,15/11/2014,,ROBERTO ALVES DOS SANTO
17470,,16/11/2014,Natal,FRANCISCO ANTUNES FILHO
17988,337.1,17/11/2014,Salto de Pirapora,ODETE FERNANDES PINTO D
17989,,18/11/2014,Caucaia,WALDEMAR FREIRE VERAS V
17990,589.7,19/11/2014,Porto Velho,ALICE CHUERY PROFESSORA
17533,486.1,20/11/2014,Capivari de Baixo,CLARICE LISPECTOR
16981,,21/11/2014,,JOAO ALVARES DE SIQUEIR
17409,492.7,,Ferraz de Vasconce,JOAO CRISPINIANO SOARES
17646,,,Rio de Janeiro,JAIR MIRANDA DOUTOR
16735,435,,Venda Nova do Imig,HOMERO RUBENS DE SA PRO
17133,402,25/11/2014,Maraba,FABIO FANUCCHI PROFESSO
18035,,26/11/2014,Sao Luis,ZILDA ROMEIRO PINTO MOR
18036,319.3,27/11/2014,Palmas,BRUNO RICCO PADRE
17984,384.9,28/11/2014,,CHYO YAMAMOTO DONA
16982,,29/11/2014,Maceio,ARTHUR MARRET PROFESSOR
16926,535.5,30/11/2014,Natal,ILIA ZILDA INNOCENTI BL
16617,438.9,,Ribeirao das Neves,SANDI MIYAKE CAPITAO AV
17647,529.6,02/12/2014,Sao Bernardo do Ca,JOAO DE ALMEIDA BARBOSA
17985,,03/12/2014,,VALENTIN GONZALEZ ALONS
17648,567.7,04/12/2014,Novo Horizonte,JOAO RIBEIRO DE BARROS 
16841,,05/12/2014,Brasilia,ROBERTO HIPOLITO DA COS
17193,387.6,06/12/2014,Guarai,ANTONIO VIANA DE SOUZA 
17240,560.5,07/12/2014,Panambi,WASHINGTON LUIZ PEREIRA
17469,659.4,08/12/2014,Sao Paulo,CID AUGUSTO GUELLI PROF
18604,607.3,09/12/2014,,ESLI GARCIA DINIZ PROF
19449,,,,RENE DE OLIVEIRA BARBOS
18888,396,11/12/2014,,JOAO CAVALHEIRO SALEM P
18775,,12/12/2014,Teresopolis,GUILHERMINO RODRIGUES D
18830,,13/12/2014,,OSWALDO SAMPAIO ALVES
18831,426.9,,Piracicaba,AUGUST JOHANNES FERDINA
18776,487.8,15/12/2014,,THEREZINHA CLOSA ELEUTE
18832,681.2,,Caxias do Sul,AMADEU RODRIGUES NORTE
18833,642.6,,Manhuacu,ESTEVAM DIAS TAVARES PR
19165,602.2,18/12/2014,Goiania,VICENTE MELRO
18834,,19/12/2014,Macapa,HAROLDO VELOSO BRIGADEI
18718,717,20/12/2014,,GUILHERMINO MENDES DE A
18941,424.9,21/12/2014,Praia Grande,LAURENTINA LORENA CORRE
18605,741.6,22/12/2014,,MARIA SANTOS BAIRAO PRO
18777,557.8,23/12/2014,Brasilia,GABRIELA FREIRE LOBO PR
18835,452.4,24/12/2014,,APRIGIO DE OLIVEIRA
17356,410.1,25/12/2014,Belo Horizonte,ADHEMAR BOLINA PROFESSO
16842,483.2,26/12/2014,Salvador,PRESIDENTE VARGAS ETE
18606,426.5,27/12/2014,Itumbiara,SENTARO TAKAOKA DOUTOR
18607,,28/12/2014,Sao Paulo,SEBASTIAO DE CASTRO PRO
18889,390.9,29/12/2014,,RODOLPHO MEHLMANN PROF
16736,796.3,30/12/2014,Sao Paulo,PEDRO MALOZZE
17076,575,,Ipueiras,LEONOR DE OLIVEIRA MELL
18376,742.8,,Rio de Janeiro,LAURINDA CARDOSO MELLO 
18377,,02/01/2015,Novo Hamburgo,JOAO CARDOSO DOS SANTOS
18608,,03/01/2015,Patrocinio,GALDINO PINHEIRO FRANCO
18836,,04/01/2015,Sao Goncalo,GABRIEL PEREIRA
18890,546,05/01/2015,Piraquara,FRANCISCO DE SOUZA MELL
18837,560.8,06/01/2015,Itaipe,FRANCISCO FERREIRA LOPE
19567,492,07/01/2015,,FIRMINO LADEIRA PROFESS
17077,458.6,08/01/2015,Diadema,OLGA CHAKUR FARAH PROFE
17299,479.4,09/01/2015,Sao Paulo,ELISIARIO PINTO DE MORA
18778,660.8,,Ipatinga,ROBERTO FEIJO DOUTOR
18609,326.4,11/01/2015,Suzano,ANTONIO LERARIO
17300,,12/01/2015,Carmo do Cajuru,GETULIO VARGAS PRESIDEN
17078,478.5,,,ARISTOTELES DE ANDRADE 
17529,651.7,14/01/2015,Rio de Janeiro,ARLINDO AQUINO DE OLIVE
18719,632.1,15/01/2015,Belo Horizonte,BENEDITO BORGES VIEIRA 
18891,613.5,16/01/2015,Cariacica,ADELINO BORGES VIEIRA
18720,703.7,,Volta Redonda,MARIA RODRIGUES GONCALV
17301,735.9,18/01/2015,,BENEDITO DE SOUZA LIMA
16737,420.9,19/01/2015,Barueri,CELIA PINHEIRO FRANCO P
18610,510.4,20/01/2015,Salvador,DEODATO WERTHEIMER DOUT
18892,431.9,,,ALMEIDA CORONEL
18779,,22/01/2015,Ponta Pora,AMERICO SUGAI
18838,454.5,23/01/2015,,ANTONIO OLEGARIO DOS SA
18839,388.7,24/01/2015,Fortaleza,MARIA ISABEL DOS SANTOS
18893,455.8,25/01/2015,,CAMILO FAUSTINO DE MELL
18429,,26/01/2015,Brasilia,WASHINGTON LUIZ DOUTOR
18430,538.6,27/01/2015,Nossa Senhora do S,MORATO DE OLIVEIRA DOUT
18780,669.3,28/01/2015,Uruguaiana,MANUEL DOS SANTOS PAIVA
18781,,29/01/2015,Salvador,LEOLINO DOS SANTOS VERE
18378,,,Vitoria,DAVID JORGE CURI PROFES
18379,469.3,31/01/2015,,RAUL BRASIL PROFESSOR
17194,406.2,01/02/2015,,ROBERTO BIANCHI
18942,,02/02/2015,Rio de Janeiro,BERTHA CORREA E CASTRO 
17821,401.5,03/02/2015,Ourinhos,BENEDITA GARCIA DA CRUZ
17822,481.7,,,BRASILIO MACHADO NETO C
16796,,,Santo Antonio de P,EUSTAQUIO PADRE
16618,781.5,06/02/2015,,ZEIKICHI FUKUOKA
17134,487.5,07/02/2015,,ANIS FADUL DOUTOR
17530,,08/02/2015,Alegrete,CARLOS MOLTENI PROFESSO
17531,500.7,,Contagem,ZILDA BRACONI AMADOR PR
17079,505.8,10/02/2015,Valparaiso de Goia,EUGENIO VICTORIO DELIBE
17357,672.1,11/02/2015,,BENEDITO VIEIRA DA MOTA
16843,511.8,12/02/2015,Fortaleza,JOSE GAMA DE MIRANDA
16738,425.1,13/02/2015,Sao Paulo,ITALO ADAMI
16739,,14/02/2015,Guarulhos,HOMERO FERNANDO MILANO
16797,634.5,15/02/2015,,ODILA LEITE DOS SANTOS 
16927,516.5,16/02/2015,Jaboatao dos Guara,TOKUZO TERAZAKI
16928,537.8,17/02/2015,Vila Velha,HELENA ZERRENNER
16929,561.1,18/02/2015,Brazabrantes,GERALDO JUSTINIANO DE R
16844,657,19/02/2015,Novo Hamburgo,GIOVANNI BATTISTA RAFFO
16930,,20/02/2015,,LUIZ BIANCONI
16983,376.5,21/02/2015,,CARLINDO REIS
1949,,22/02/2015,Sorriso,ALFREDO FROES NETO DR
1950,717.6,23/02/2015,Joao Pessoa,EDIR DO COUTO ROSA PROF
1986,600.3,24/02/2015,Tres Coracoes,LANDIA SANTOS BATISTA P
1987,660.4,25/02/2015,Porto Alegre,MARIA MARGARIDA ABREU F
1951,,26/02/2015,Curitiba,IGNES CORREA ALLEN PROF
1952,,27/02/2015,Teresina,IIJIMA
1953,,,Belo Horizonte,EDINA ALVARES BARBOSA P
1954,407,01/03/2015,Teresina,SIMON SWITZAR PADRE
1955,714.2,02/03/2015,Belo Horizonte,JOSE ANTONIO BORTOLOZZO
1988,436,,Rio Verde,MARGARIDA DE CAMILLIS
1989,584,04/03/2015,Rio de Janeiro,BATUIRA
1990,513.5,05/03/2015,Teresina,MERCIA ARTIMOS MARON PR
1991,453.8,,Saquarema,NICEIA ALBARELLO FERRAR
1992,488.8,07/03/2015,Conceicao da Feira,MARIO SANTALUCIA DR
1993,394.7,08/03/2015,Rio de Janeiro,LYDES RACHEL GUTIERRES 
1994,531.6,,Fortaleza,JOSE ARTIGAS GENERAL
1995,411.1,10/03/2015,,JOAO RAMALHO
1996,398.2,11/03/2015,Moreno,ANTONIETA BORGES ALVES 
1997,,,,ANTONIO BRANCO RODRIGUE
1998,439.6,,Barbalha,JARDIM ANA SOFIA
1999,365.2,14/03/2015,Salvador,SERGIO BUARQUE DE HOLAN
2000,462,15/03/2015,Brasilia,ALDEMIR DE SOUZA CASTRO
2001,,,,MARIA CAROLINA CASINI C
2002,,,Vila Velha,EVANDRO CAIAFA ESQUIVEL
2003,,18/03/2015,Formiga,OSVALDO GIACOIA DOUTOR
2004,395.1,19/03/2015,Maceio,RAUL SADDI
2005,671.2,,Itapevi,ZILDA GOMES DOS REIS DE
2006,,21/03/2015,Rio de Janeiro,FILINTO MULLER SENADOR
2007,406.3,22/03/2015,Belo Horizonte,FABIO EDUARDO RAMOS ESQ
2008,619.1,23/03/2015,Muriae,ARLINDO BETIO
2009,675.1,24/03/2015,Cataguases,PEDRO MADOGLIO PROFESSO
2010,553.4,25/03/2015,Jatai,SIMON BOLIVAR
2011,459.5,,Manaus,ANA CONSUELO GARCIA PER
2012,,27/03/2015,Sao Paulo,MANOEL CACAO PROFESSOR
2013,578.9,28/03/2015,Janauba,THEREZINHA SARTORI PROF
16838,438.7,,Guarulhos,IRACEMA DE BARROS BERTO
17127,318.2,30/03/2015,Sao Luis,ANTONIO MESSIAS SZYMANS
18314,683.7,31/03/2015,Vila Velha,LUIS WASHINGTON VITA PR
16725,436.4,,Pesqueira,DELFINO RIBEIRO GUIMARA
16781,346.7,02/04/2015,Itaituba,EMIKO FUJIMOTO PROFESSO
16782,356.5,03/04/2015,Sao Luis,EMILIO SORTINO COMENDAD
17029,417.9,04/04/2015,Sao Paulo,RUTH NEVES SANT ANNA PR
17030,563.4,05/04/2015,,MARILENE DE OLIVEIRA AC
16974,,06/04/2015,Cariacica,FRANCISCO ARNONI PREFEI
16975,353.4,07/04/2015,Sape,JORGE MARCOS DE OLIVEIR
17031,533.2,,Jundiai,SYLVIO GUERATTO
16976,350.8,09/04/2015,Pirassununga,ODILA BENTO MIRARCHI PR
17032,,10/04/2015,Vila Velha,CARLOS DRUMMOND DE ANDR
16783,400,11/04/2015,,ANTONIO PRADO JUNIOR
16784,749.8,12/04/2015,Rio de Janeiro,WALT DISNEY
16785,408.2,13/04/2015,Salvador,MAUA VISCONDE DE
17033,535.1,14/04/2015,Cariacica,ADELAIDE ESCOBAR BUENO 
17068,362.3,,Contagem,MARIA ELENA COLONIA PRO
18089,484.1,16/04/2015,Hortolandia,JOSE ROMEU DA SILVA
16786,559,,Salvador,EMILIA CREM DOS SANTOS 
17034,423.3,18/04/2015,Quixada,ARISTIDES AUGUSTO FERNA
16916,588.6,19/04/2015,Fortaleza,EZILDA NASCIMENTO FRANC
16917,521.8,20/04/2015,,MARCELINA MARIA DA SILV
16918,415.6,21/04/2015,Belem,IRACEMA CREM PROFESSORA
16919,463.1,22/04/2015,Cachoeira do Sul,CLODOALDO PORTUGAL CARI
16920,467,,Imperatriz,MIRNA LOIDE CORREIA FER
16921,638.3,24/04/2015,Praia Grande,IRENE DA SILVA COSTA PR
17035,361.4,25/04/2015,Nova Santa Rita,MARIA JOSEFINA KUHLMANN
16787,337.3,26/04/2015,Viamao,GIUSEPPE PISONI PADRE
16977,396.8,27/04/2015,,SHISUKO IOSHIDA NIWA PR
16726,524.7,28/04/2015,Rio de Janeiro,CASEMIRO DA ROCHA SENAD
16788,444.2,29/04/2015,,LEICO AKAISHI PROFESSOR
16922,634.9,30/04/2015,Pires do Rio,AFONSO ARINOS SENADOR
16727,328.8,01/05/2015,Itapecerica da Ser,NAYME CARDIM PROFESSORA
16728,330,02/05/2015,,JOAO GAUDENCIO MAININE 
16729,391.5,03/05/2015,Paracatu,MARIA PASTANA MENATO PR
16978,575.3,04/05/2015,Salvador,CASSIANO RICARDO
16730,,05/05/2015,Ibipora,JOSE GASPAR DOM
17036,324.8,06/05/2015,Fortaleza,ALVARO DE SOUZA VIEIRA
16923,434.2,07/05/2015,,FELICIO LAURITO DOUTOR
17294,497.3,08/05/2015,,FORTUNATO PANDOLFI ARNO
17351,,,,JUDITH FERREIRA PIVA PR
16789,917.3,,Juiz de Fora,MANOEL GONCALVES PROF
17238,540.7,11/05/2015,Florianopolis,GABRIEL OSCAR DE AZEVED
17524,486.6,12/05/2015,Guarulhos,CLOTILDE PELUSO PROFESS
17525,474.7,13/05/2015,Sao Goncalo,PAULO SINNA PROFESSOR
17861,479.4,,Recife,CELSO GAMA DOUTOR
17804,630,,Vitoria,ODYLO COSTA FILHO
17862,,,Belo Horizonte,VALENTIM AMARAL DEPUTAD
17863,391,17/05/2015,Taubate,JOSE AUGUSTO DE AZEVEDO
17069,413.8,18/05/2015,Brasilia,LUIZ LOBO NETO DOUTOR
16790,484.2,19/05/2015,Sao Leopoldo,CRISTINA FITTIPALDI PRO
16791,,,Senador Canedo,CLOTHILDE MARTINS ZANEI
17864,801,21/05/2015,Rio de Janeiro,PAULO VI PAPA
17919,491.2,22/05/2015,Curitiba,LUIZ MARTINS
16792,528.7,23/05/2015,Sao Paulo,CARLOS DE CAMPOS DOUTOR
17920,,24/05/2015,Caico,GENEROSO ALVES DE SIQUE
17865,,,Campinas,ENNIO MARIO BASSALHO DE
17975,531.3,26/05/2015,Rio de Janeiro,NADIR LESSA TOGNINI PRO
17037,404.6,27/05/2015,,JOSE CARLOS ANTUNES PRO
16924,,28/05/2015,Aparecida de Goian,OITO DE ABRIL
17239,,29/05/2015,Rio Branco,RENER CARAM PROFESSOR
17128,609,30/05/2015,Sao Jose dos Pinha,OVIDIO PIRES DE CAMPOS 
16979,,31/05/2015,Rio Branco,AGNALDO SEBASTIAO VIEIR
17976,456.3,01/06/2015,Saire,ANTONIO DE CAMPOS GONCA
17584,480.5,02/06/2015,,VALDOMIRO SILVEIRA
17805,400.6,03/06/2015,Parnamirim,AMERICO BRASILIENSE DOU
17866,424.6,04/06/2015,,BENEDITO GOMES DE ARAUJ
17806,571.7,05/06/2015,Juiz de Fora,JULIO DE MESQUITA ETE
17867,364.1,06/06/2015,,MANOEL GRANDINI CASQUEL
17807,408.6,07/06/2015,Pinhais,SERGIO MILLIET DA COSTA
17754,685.4,08/06/2015,Sao Paulo,
17038,534.4,09/06/2015,Sao Paulo,JOSE BRANCAGLIONE PROFE
16615,721.4,10/06/2015,Sobral,ANTONIO ADIB CHAMMAS
17808,563.1,11/06/2015,,HOMERO THON
17352,444.3,,,JOAO GALEAO CARVALHAL S
17809,525.3,13/06/2015,Rio Grande,JENI APPRILANTE PROFESS
17694,464.4,14/06/2015,,MATEUS BISPO DOM
17695,369.7,,Porto Velho,FERNANDO FEBELIANO DA C
17070,450.8,,Brasilia,MANOEL DA COSTA NEVES P
17071,,17/06/2015,Caucaia,JOSE COURY DR ETE
17921,415.4,,Rio Largo,JORGE COURY DOUTOR
17585,527,19/06/2015,Sao Lourenco da Ma,SAMUEL DE CASTRO NEVES 
17586,386.1,20/06/2015,Uberlandia,EROTIDES DE CAMPOS PROF
17587,464.9,21/06/2015,Salto,JOSE MARTINS DE TOLEDO 
17408,509.1,,,PEDRO CREM FILHO PROFES
17129,453.4,,Sao Carlos,ANGELO FRANZIN
17810,,24/06/2015,Recife,ABIGAIL DE AZEVEDO GRIL
17353,630.1,25/06/2015,Ilheus,ANGELA MARIA DA PAIXAO 
17868,,26/06/2015,Lavras,MARIO COVAS JUNIOR GOVE
16731,441.2,27/06/2015,Cuiaba,BENEDITO DUTRA TEIXEIRA
17869,522.9,28/06/2015,Betim,CARLOS GUIMARAES DOUTOR
17295,519.2,29/06/2015,Florianopolis,JOSE JORGE NETO PROFESS
17870,714.8,,Rio das Ostras,PEDRINA PIRES ZADRA PRO
17871,,01/07/2015,Timoteo,WASHINGTON LUIZ
2171,504.8,17/12/2010,Ribeirao das Neves,
1906,565.8,,,VIRGILIO CAPOANI
2312,496.7,19/12/2010,Juiz de Fora,LEONINA ALVES CONEGLIAN
2172,,20/12/2010,Salvador,IRACEMA LEITE E SILVA P
2261,531.5,21/12/2010,Gaspar,PAULO ZILLO DR
1907,411.1,22/12/2010,Porto Alegre,JOSE CONTI
1806,484.9,23/12/2010,,GERALDO PEREIRA DE BARR
1753,,24/12/2010,Santa Maria,JOAO BATISTA DE AQUINO 
1908,490,,,ARACY SANTINHO BARBERI 
1966,,26/12/2010,,MARIA BATAGLIN DELAZARI
2173,528.6,27/12/2010,Sao Paulo,JOAO BATISTA RIBEIRO
